Nome,Sobrenome,Data de Nascimento,Cidade de Nascimento,Nome do Pai,Nome da Mãe
建,Vezzali,2000-10-17,济南,Benito Lehmann,冬梅 Tlustek
Diogo,Salvo,1976-06-16,Groß-Gerau,Vitor Hugo Eimer,霞 Desio
Nicole,郭,1984-07-17,Sankt Goarshausen,Louis Dias,Raquel Miller
Federica,Maldonado,1996-05-02,太原,Coluccio Röhrdanz,Peggy Tlustek
建华,Sforza,2004-07-18,Steinfurt,Marek da Cruz,凤英 骆
刚,Calhoun,1953-08-14,张家港,Brandon Bray,Cheryl Nunes
Letícia,李,1962-11-06,Eisleben,Raymond Hörle,淑兰 Farias
Amadeo,Rodriguez,1987-04-27,澳门,Tonino Bruce,Barbara Araújo
Nikolaos,Porto,1949-08-11,辽阳,Leonhard da Rosa,Cecília Turci
Eugenia,Macdonald,1954-11-14,Plauen,想 Hettner,Barbara Paruta
Mary,Griffin,1990-05-22,永安,Shane Cavalcanti,Jennifer Ross
Jeremy,Mans,1967-04-17,Dieburg,Scott Jensen,Michelle Vaughn
Adriana,Martinez,1959-04-06,六安,峰 Toselli,Mallory Sontag
桂花,Wright,1951-08-20,永安,Mirko Galvan,Evelyn Camacho
Gabriela,张,1991-07-02,Weimar,伟 Paul,Eleanora Johnson
Kathy,颜,1942-06-11,Niesky,欢 Salas,Carolina Gordon
Federico,Steele,1964-02-10,马鞍山,佳 周,Jessica Cain
Zlatko,Kim,2002-09-27,Bad Kreuznach,Isaac Walker,Antonia Lindner
Stephany,Tucker,1971-06-03,上海,红霞 Clark,Thekla Jones
David,周,1950-12-04,梧州,John Hall,Anna Mimun
Pina,江,1962-07-01,兰州,Horst-Peter Stevens,霞 Rädel
Marlene,Ramos,2001-04-09,南京,Sigismund 郭,Aysel Cuda
Priscilla,Junck,1951-11-21,张家港,Armando Innocenti,Melania 陈
Dörthe,Ferguson,1969-02-15,宜都,Thomas Gomes,Marjan 陈
Concetta,Carvalho,1969-05-07,Erbisdorf,勇 Deleon,Lisa Guidotti
William,Boucsein,1978-08-28,台北,Sigmund Morgan,Emanuella 刘
Nancy,张,1961-06-26,Teterow,Paul Aragão,Leila Clark
琳,Edwards,1989-05-26,哈尔滨,Karl-Ernst Miller,Sharon Johnson
冬梅,林,1951-03-24,Jülich,Ezio Mendes,Nicole Lange
勇,West,1977-08-15,Dresden,Flavio Smith,Mareen 袁
婷婷,Anderson,1963-04-04,Bützow,Damiano Cardoso,Hanne Beer
Juan,Nunes,1957-01-21,福州,Biagio Kobelt,Darlene Amato
秀华,董,1959-06-16,哈尔滨,Pietro Jordan,Heather 耿
Chad,Spinola,1992-06-29,Miltenberg,Matheus Ligorio,Paula Navarria
Hans-Jochen,Mans,2002-01-04,Sankt Goarshausen,Hajo 李,琳 Lima
峰,Schottin,1982-01-17,大冶,John Galvani,Elizabeth Sismondi
Tanya,da Cruz,1987-10-16,Stollberg,Annibale Oliveira,Brittany 马
Juan,Trevisani,2001-11-24,Greiz,Karl-Ludwig Caldeira,丹丹 Chan
Abdul,Cavalcanti,1978-08-05,Monschau,Pedro Ramirez,Terry da Cunha
Olivia,刘,1991-10-17,Lübeck,Paride Ribeiro,淑华 Mcguire
Türkan,Berlusconi,1987-05-24,广州,Daryl da Costa,Taylor 钟
Tina,Jesus,1997-11-08,沈阳,Roberto Davis,Anna Zola
秀云,耿,1977-01-12,嘉禾,Douglas 王,Cecilia 彭
Annunziata,商,1954-05-17,Main-Höchst,Egbert Roht,Yasmin Smith
Elli,Correia,1942-06-24,潜江,Leonid Carpenter,Amanda Geißler
Benjamin,Lopez,1991-01-17,Luckau,Luiz Fernando 梁,Bruna Silva
Ahmed,Ortmann,1991-11-07,乌鲁木齐,Bryan Müller,Susan Mcfarland
Christopher,Olson,1979-01-26,Lübz,Michael Klemm,Kristina 丛
Theo,Schacht,1981-03-27,Nördlingen,Michael Keller,桂珍 Campos
Donna,Rodriguez,1973-04-20,Querfurt,Giacomo 王,荣 Cuevas
林,Ditschlerin,1953-03-10,哈尔滨,Jose da Cunha,Ludovica da Conceição
Mary,邵,2002-06-28,长春,Isaac Callegari,Raquel Simpson
丽丽,魏,1977-12-19,Celle,Hans-Friedrich Costa,Gunda 张
Timothy,Bailey,1958-06-25,沈阳,Gianfrancesco Bernardi,Kimberly Gonçalves
Elaine,Tucker,1989-12-01,Heiligenstadt,Keith Yang,Adriana Freitas
Ana Júlia,Brewer,1989-06-05,辛集,Charles Barbosa,Maria Eduarda Sanguineti
淑兰,常,1959-03-30,Scheinfeld,Arturo 蔡,Mary 杜
Bradley,Garcia,1986-01-05,台北,Miroslaw Morlacchi,Melissa Campbell
楠,Ramirez,1955-07-14,关岭,龙 Cheda,Nicole Brown
Amalia,Farias,1962-10-31,北镇,Frieder Mitchell,Francesca King
Aurora,傅,1982-03-19,Saulgau,欢 Sales,Dawn Bondumier
兵,Visconti,1965-11-19,六安,Nicholas Mendes,丽华 Nerger
Jacqueline,Pohl,1963-07-04,佛山,凯 王,玉珍 Pires
Ana Carolina,Martinez,1948-04-19,Sebnitz,Manuel Spencer,Camila Santiago
João Miguel,刘,1953-03-02,西宁,文 Köhler,淑珍 Harris
Amleto,Jüttner,1969-08-31,Freital,Rodney Herrera,Magdalene Fieramosca
Paulo,Curtis,1999-11-17,兰州,Eduardo Souza,Melanie Gibson
Sophia,李,1971-09-01,Meißen,辉 Abbott,Maria Luiza Hecker
Thea,Scialpi,1948-04-04,贵阳,Daniel Weitzel,玉梅 Höfig
Jodi,Martins,1974-05-21,六安,Sabatino Baxter,Rebecca Myers
Lydia,Araújo,1983-12-03,Miltenberg,Manuel Walton,Elvira Boccioni
Paride,农,1974-02-08,Brilon,Leonardo 韩,Heather Ribeiro
冬梅,Eco,1976-08-23,福州,旭 Miller,Annalisa Galtarossa
晶,Sorrentino,1954-03-12,长春,Henrique Perez,Jennifer da Mata
Kathrin,Jimenez,2005-04-09,Wolfratshausen,杰 张,Norma 周
Davi Luiz,Pinto,1957-07-27,Tuttlingen,佳 Garcia,Nedda Richardson
Bruna,Dossi,1987-12-12,石家庄,东 Moore,Donna Fisher
Samuel,Daniels,1968-03-05,Soest,Ian Pareto,Jasmina Lewis
Lorenzo,Thanel,1978-12-29,北镇,Frank Nette,Lara Morales
丹,Goodman,2002-03-25,淮安,Cody Swanson,Rebecca Coleman
Brandy,Lewis,1984-07-03,长沙,Nathan Metz,Almut Floyd
Henry,Quinn,1991-10-16,巢湖,Anselm Montalti,Maria Sophia Lloyd
丽娟,Watson,1994-09-30,Wertingen,Mauro Gianvecchio,Amanda Möchlichen
Jessica,宋,1967-01-21,Naila,Otávio Pereira,Caitlin Busoni
Sherry,Bacosi,1978-12-29,Burg,强 黄,淑珍 Ullmann
Marco,Losekann,1943-01-28,Pfaffenhofen an der Ilm,Gilberto Farias,桂花 Hofmann
Luigi,Moore,1947-08-30,Mittweida,Gabriel Phillips,Olga Weller
Harold,Dominguez,1994-07-21,Osterburg,Davi Barker,Toni Schweitzer
Fatima,Schulz,1989-01-19,Lübz,Juan Gordon,Sole Castro
Deborah,Reyes,1982-11-07,马鞍山,Raul Gonzalez,Brigitta Miller
Eric,Brooks,1952-03-03,福州,Andrew Peixoto,Clelia Meyer
Ryszard,Brown,1974-10-02,Badoberan,Michele Wilmsen,Adriana Anderson
Massimiliano,管,1964-11-03,Waldmünchen,Larry Lyons,琴 Araújo
Luiz Otávio,Mack,1997-02-13,长春,Conrad Papafava,丹丹 孙
Madison,Rosenow,1982-02-25,Mellrichstadt,Lawrence Adams,Rebecca Moore
Annedore,Interiano,1975-03-19,澳门,Slawomir Souza,Jill Carter
楠,Morrison,1964-01-20,Stadtroda,John Nogueira,Beatriz Herrmann
桂芳,Morgan,1950-05-13,Geldern,Ian Coffey,Amy Beccaria
Gerald,孟,1994-05-31,Staffelstein,Timothy Harding,Marie-Theres Almeida
Trude,Smith,1951-07-05,Fürstenfeldbruck,Fred 王,Bárbara da Rosa
Laura,Jackson,1968-11-24,梧州,Drago Porto,玲 Martinez
桂兰,Moschino,1999-11-08,哈尔滨,João Guilherme Grant,Ester Novaes
丽华,Smith,1991-11-04,西安,Danilo Jesus,Jessica Prada
Flora,Costela,1988-05-28,海门,Scott Conley,Nicole Souza
Dominik,Stahr,1960-09-01,Meppen,Joseph Williams,Julie 张
Antônio,Jacobs,1979-11-08,Schleiz,Kenneth Pacheco,Jennifer Mendes
Jason,Burton,1947-01-12,Bruchsal,军 Mcguire,Laura Freudenberger
Tommy,蔡,1976-08-08,石家庄,Jose Carvalho,娜 Modiano
Brita,龙,1998-12-25,佛山,Carlos Eduardo Daniels,Pamela Carvalho
Arsenio,Finke,1973-11-30,西宁,Leopoldo Cutrufo,Lucia Briccialdi
Klaus-Michael,Rowland,1966-02-07,Rothenburg ob der Tauber,Mark Hänel,慧 Rezende
Pellegrino,Mortati,1999-01-05,Ebermannstadt,斌 Smith,Evelyn Correia
Anni,Rocha,1961-06-30,Emmendingen,Micha Rodrigues,Carla da Rosa
Mariana,Dunn,1964-12-20,Werdau,Bruno Caspar,Gloria Johnson
Brenda,杨,1964-08-16,淮安,Charles Vang,Larissa Vespa
Howard,Heinrich,1986-04-26,兴城,峰 张,Stella da Cruz
Vitor Hugo,陈,1970-01-20,Warendorf,Henrique Black,Brittany Fernandes
Jacek,张,1993-02-28,合山,楠 Kelly,Rena Köster
Karoline,Rusticucci,1995-07-13,Aachen,Arno 谭,Catherine Bender
Ferdinand,Lopes,2005-03-12,南昌,Ryan Austermühle,Matilda Cabibbo
Emilly,Fogaça,1997-02-18,石家庄,Benjamin King,Sophie Costa
Isabella,White,1944-07-22,阜新,Meinrad Pereira,Sofia 戴
磊,Neureuther,1953-09-26,Eisenach,Thomas Freitas,Lisa 甘
Samuel,Barillaro,1961-05-29,Anklam,鹏 Bossi,Mechthilde Taylor
Angelika,陈,1992-09-20,Tecklenburg,Lawrence Sager,Lauretta Martins
Maria Eduarda,Gonçalves,1960-06-19,Melsungen,旭 Steckel,Birgid Columbo
Rick,陈,1946-05-03,Eckernförde,Pedro Henrique Davids,Stephanie 陈
Walter,张,1955-03-20,辽阳,Mark Ovadia,Julie Borrani
Fabia,Faggiani,1972-05-25,澳门,Sandro Olson,Berenice Summers
Andrew,Farias,1968-04-24,六盘水,Gerald Souza,Babette Owen
Elvira,Pugliese,1959-03-07,Lübz,Kevin 邓,秀珍 Antonioni
Kimberly,Süßebier,1970-04-30,上海,Thales Santos,霞 Lester
Massimo,Jüttner,1967-02-27,Schwandorf,帅 李,Amanda Paffrath
洁,Lowe,2000-07-14,西安,Amedeo Kohl,Sophia Peterson
Gabriele,郭,1966-09-29,Kulmbach,Harold Boucsein,Erin Hunt
洋,Johnson,2000-11-29,Gifhorn,Andres Vieira,Erin Costa
Brian,Walker,1984-02-23,呼和浩特,Paolo Butler,Robin Moore
Luiz Henrique,Richard,1979-05-12,Regen,Thomas Wright,Kelly Sullivan
Juliana,Florio,1987-01-02,Calau,Jose Mosley,Diana King
Michelle,Davis,1976-07-05,六盘水,刚 Segni,Katie Trupp
Slobodan,Nash,1981-12-28,阜新,James Monteiro,Maria Clara Graf
Jeffrey,Kent,1963-08-26,Flöha,Samir Krueger,桂兰 Martinez
Käte,Cardano,1974-01-07,Klötze,Chris 冶,Stephanie Scott
Ria,Hodge,1968-08-20,Erfurt,Wayne Skinner,Edeltrud 杜
宁,Stahr,1942-05-18,Rothenburg ob der Tauber,Erick Mccormick,Elwira Roberts
Jill,Weller,1967-12-21,Bützow,帅 刘,Nadia Wilson
Yuri,Sokolov,1990-09-13,南京,强 Wulf,Laura Plath
凯,Reyes,1994-11-25,拉萨,Reginald Smith,Donna 郑
Veronica,Mimun,1959-10-17,长春,James 喻,Janett da Costa
Richard,Olsen,2000-07-31,石家庄,Pero Daugherty,Margret Bender
Janice,Rinaldi,1990-07-26,Schwäbisch Gmünd,Jared Gomes,桂荣 Davids
淑英,Viana,1982-07-28,Koblenz,旭 Hill,Ana Beatriz Battaglia
Kurt,李,1969-09-29,Fulda,Ermes Sawyer,Larissa Trussardi
Maria Fernanda,Walsh,1985-08-04,Sömmerda,Pietro 单,丽丽 Gonçalves
Emma,夏,2001-02-27,Zerbst,Mariano 张,荣 Reichmann
Nedda,Johnson,1943-07-26,Schwäbisch Gmünd,兵 Mccarthy,Gemma Green
文,赵,1978-08-21,Beeskow,Gino da Rocha,Rafaela Jones
Erica,Gibbs,1970-04-18,Eisenhüttenstadt,鹏 Gabba,瑜 Drake
Romina,Vigliotti,1948-12-11,哈尔滨,Felipe Ladeck,Taylor Fitzpatrick
Sean,Förster,1946-03-24,淮安,Davi Lucca 黄,Tammie Crawford
Fernando,Vieira,1946-08-29,Melle,Paul Green,Meryem 林
Marina,Tomaselli,1983-10-17,南昌,俊 Barbosa,Melissa Stokes
Colton,Jesus,1952-02-05,惠州,Mustafa Wallace,Barbara Gabbana
Matthew,Bruce,1965-04-12,Kusel,东 Cooper,Morgan Viana
Fiorenzo,李,1966-09-30,石家庄,Riccardo Barton,Janet Robinson
阳,Reed,1950-01-08,Sternberg,Calebe Patton,Savannah Mcdonald
Federigo,Stefanelli,1994-10-05,长春,Coriolano Ramirez,Lori Matthews
Pedro,Eigenwillig,2000-05-11,Hannoversch Münden,John Geisler,Maria 刘
坤,郭,1980-08-29,重庆,Dale 汪,Lara Peukert
Edward,Dossetti,1991-08-08,嘉禾,Oscar Souza,Nicole Klotz
Pietra,Alfonsi,1952-08-24,Artern,浩 Miller,Kathryn Phillips
Crystal,Stewart,1993-08-04,潮州,Joseph Cherubini,Bianca Steinberg
Emanuella,Hayes,1966-01-15,Calau,Fernando 唐,Cindy Tencalla
Ranieri,Miller,1983-06-20,Erkelenz,Allen Fogazzaro,Emily 刘
Annamaria,Wilson,1992-06-22,荆门,想 Greco,Marcela Duarte
Adele,徐,1943-10-03,Norden,Corrado Tozzi,Sara Hansen
Sofia,郑,1955-11-25,Stade,Ethan Brambilla,Shelby Moretti
Hayden,Harris,1958-10-16,乌鲁木齐,Ryan Peixoto,Daria Diaz
Gaspare,Martin,1954-07-04,Passau,Marcos Vinicius Hettner,Wibke Hernandez
红,Bandello,1980-06-09,Bayreuth,Riccardo Pergande,Isa Leopardi
莹,赖,1971-04-07,哈尔滨,William Caboto,Michelle Shields
琳,Wells,1979-09-13,通辽,岩 Banks,Rosalia 韦
Anna-Luise,Silva,1991-02-01,Tübingen,辉 Jacob,丽华 程
Connie,Souza,1980-02-18,太原,Justin Foconi,Jeanne Weinhold
Adrian,Porto,1989-02-17,Olpe,华 Vollbrecht,Kaitlyn Rodrigues
Reinhard,Almeida,1943-12-28,Hofgeismar,Mark 叶,Jacqueline Schäfer
亮,Wright,1965-08-04,Höxter,Angelo 王,Karen Henderson
Fabrizio,Viana,1968-10-28,贵阳,David Hernandez,Ilse Erickson
Lando,Teixeira,2000-12-18,Eberswalde,瑞 Ewing,Clarice Krebs
Jacob,Gross,1966-11-21,海口,Reginald Seip,Clara Caldeira
Rolando,Nitti,1963-09-24,贵阳,Jesus Smith,Rebecca Costa
Heinz-Willi,Riggs,1974-10-07,Griesbach Rottal,Luigi Austin,小红 Ernst
Rafael,Speri,1987-08-29,Dinkelsbühl,帅 Thomas,Lívia Walker
Puccio,da Luz,2003-01-14,辛集,Bernardo Hunt,Vanessa Gordon
Gitte,唐,1957-07-14,呼和浩特,Rodrigo Zaccardo,Lorena Mercadante
Carolina,Caldeira,1986-07-03,郑州,Luis Cooper,Susann Tomei
鑫,Porto,1990-10-16,柳州,Davi Miller,Tiffany Fernandes
Fernanda,Pechel,1987-03-07,Pasewalk,Alderano Moraes,Vera Hövel
Isabella,Costa,2004-06-30,嘉禾,Roberto Reichmann,Geza Atzler
Hartmut,Boucsein,1987-09-07,Wittstock,博 Mercado,Kathy Walker
Barbara,Agazzi,1999-04-06,Forchheim,Ivo Lima,Leonore 赵
桂芝,Flantz,1967-11-07,北京,Vincent Peruzzi,Bettina Lamborghini
Melissa,Hesse,1948-09-13,潜江,佳 Ayala,Danielle Gadda
Mirko,Brown,1942-12-22,Burg,华 Thanel,Caitlin Padovano
Daniel,Rubio,1952-10-29,Grimmen,Karl-Georg Peixoto,Lisa Davids
Joana,das Neves,1956-02-22,Wismar,Ronald Soto,Kimberly 李
Danilo,Meyer,1958-01-19,潮州,Christopher da Cunha,Megan 郭
Steven,Offredi,1947-02-20,Warendorf,Robert Manacorda,Kelsey Rush
Isabel,夏,1951-11-06,Konstanz,Jacopo Martinez,Isis Wade
Stella,Hering,1974-02-11,东莞,Samir Young,Canan Robinson
David,Sanudo,1999-07-20,Backnang,Ilja Chigi,Eloah 王
Meta,Costela,1984-12-04,Bersenbrück,Larry Tschentscher,Jenna Norman
Caio,Textor,1986-05-21,福州,Gabriel Howe,Melanie Sales
静,da Cunha,1968-09-22,Oberviechtach,Ryan Schönland,Jessica da Costa
Annetta,唐,1969-01-26,Düren,Thomas Cattaneo,Wendy Baglioni
Benita,黄,2000-05-21,昆明,Donald Smith,Elizabeth Tuzzolino
Brian,Smith,1985-04-16,佛山,Karl-Hermann Berlusconi,Sally Weihmann
秀英,王,1973-06-23,Jüterbog,Fredo Ford,Leyla 孙
Patrizio,Harrell,1958-04-06,大冶,Agnolo Anderson,Patrizia Novaes
Miguel,Sontag,2002-03-26,郑州,William 苏,Angel Porto
Lucca,刘,1966-09-02,南宁,Eric 林,Rossana Hornich
Amy,Dörschner,1960-10-05,Zschopau,Uwe Mitchell,Amanda 薛
Imelda,段,1993-06-20,南昌,Anthony Castiglione,Ruthild 方
Rebeca,Farina,1980-03-22,永安,林 Bartlett,Sherry Nogueira
Ellinor,Sutton,1976-10-18,Haldensleben,Matheus Mendes,Annette Vecellio
Henrique,Bradley,1969-07-30,Garmisch-Partenkirchen,Balthasar Nguyen,Kristen Garobbio
Cory,王,1944-02-16,南宁,John 李,Herlinde Alves
Ivan,李,1975-10-14,Jena,Theo Moura,淑珍 da Rosa
Giancarlo,Heinrich,1947-03-05,Waldmünchen,Joerg Kirk,Helma 梁
David,Porter,1978-09-20,Marienberg,Daniele Pires,Elizabeth Lima
Hans-Friedrich,Vieira,1997-12-29,Calau,Ryan Bentley,Regine Flynn
André,Ramazzotti,1988-06-15,贵阳,Benedetto Roskoth,Shannon Bevilacqua
Latasha,Bettoni,1975-10-22,福州,Theo 宋,Jo Nelson
William,阎,1963-02-03,Zschopau,Marko Mielcarek,Michaela Ciampi
建平,Alves,1985-04-18,Pritzwalk,Pompeo 欧,Minna Harrison
Michael,周,2004-06-27,Parchim,Chase Cunha,Laís Mozart
Jamie,da Mota,1973-12-08,Klötze,Daniel 熊,海燕 杨
飞,da Rosa,1976-11-16,Fürstenwalde,Bradley 杨,秀兰 周
静,Caccianemico,1973-10-14,重庆,Charles Jüttner,Heidi Pena
Clara,Chinnici,1958-11-10,Angermünde,Douglas Carpenter,April Neuschäfer
Ana Lívia,Seifert,1949-10-27,沈阳,Fernando Moore,Wilfriede Bolander
Pompeo,Liverotti,1992-03-30,Schwäbisch Hall,建 Novaes,Ana Júlia Ziani
Oskar,王,1947-01-23,Starnberg,Donald Knox,Graziella Guicciardini
Giulia,马,1987-03-01,杭州,Sergei Bruno,秀英 Rivers
Sara,Zirme,1949-07-29,佛山,Devin Pereira,Nelly Weaver
Juliana,Cerutti,2003-08-22,Füssen,William 李,Frances da Paz
玲,Stucchi,1994-03-25,台北,Thomas Crawford,Fabrizia Copeland
Claudio,Mülichen,1949-04-29,广州,凯 Turci,Dina Luna
想,张,1956-09-04,兴城,Derek Allen,Annetta 孟
Fernando,Monroe,1989-05-06,天津,Ercan Pölitz,Rosa Bignami
Melissa,周,1957-03-29,Berchtesgaden,Ulrich Balbi,Valentina Frazier
Vernon,Sauro,1963-12-24,Stadtroda,Christopher Wright,Slavica Cainero
Kevin,Wilson,1983-04-19,昆明,David Henry,Anna-Luise Foa
建平,Carullo,1948-12-12,Altötting,斌 沈,金凤 Moraes
Hedi,王,1956-12-12,Husum,Ugo Lübs,Gordana Bien
Isis,Lynch,1991-01-14,Hersbruck,Fredy Malone,Canan Zahn
Brandon,Borromini,1986-10-10,呼和浩特,Enzo Poole,Beatrice Gehringer
Vlado,Jäntsch,1982-12-27,宁德,João Guilherme da Rosa,Isa da Paz
Ermanno,Zaccagnini,1951-09-20,Mayen,辉 Nunes,Maria Fernanda Cardoso
Dino,Erickson,1983-09-24,Wolfach,Daniel Satta,Erika 陈
Cassandra,Riehl,1998-09-15,太原,Antonino Poerio,晶 文
Ana,Verga,1986-07-12,沈阳,Michael 李,Michelle Duarte
Dan,Thomas,1980-09-02,乌鲁木齐,Calvin Cooper,Annamaria Phillips
Richard,刘,1968-02-07,Soest,Michael Sanchez,Nadia Cochran
Francesco,曾,1996-09-09,Ludwigsburg,Hans-Peter Nelson,Eduarda Zola
Brandon,Cunha,1955-10-16,Quedlinburg,Christopher Caldeira,Claire Novaes
Manuela,Castro,1985-03-12,Roding,Guido Duran,Donatella Juncken
Jon,Barros,1982-07-31,Pinneberg,宁 Costela,Vicki Gilbert
Lucas,刘,2001-03-23,宜都,Gabor Kitzmann,Katrina Krueger
伟,Verga,1999-05-04,Burgdorf,Caio Turner,Mercedes Sanders
玉英,Cunha,1981-07-19,潮州,佳 Azevedo,Meta 陈
Marta,赵,1980-04-11,Sigmaringen,Gianluca Farmer,Nicole Fischetti
Valerie,Aumann,1980-01-07,Schrobenhausen,André Aumann,玉英 薛
霞,Holt,1994-12-25,Potsdam,刚 Dennis,Robyn Jockel
Benjamin,Klemm,1972-01-24,Gardelegen,Fredy Vasari,Laurie Rosmini
Whitney,Watkins,1972-03-23,惠州,Arnulf Sgarbi,Dominique Roberts
Ryan,Hornich,1956-02-27,西安,Augusto Schmidtke,Christine Dixon
Catherine,Zänker,1976-06-15,台北,强 Papafava,Betty Speer
Sarah,Barbosa,1946-06-05,Jena,Caio Druso,Nora Sweeney
Luis,Graham,1997-03-28,贵阳,Michael Pereira,Margherita Lyons
Donna,张,1965-06-22,Husum,William Evans,淑英 Monroe
丽丽,Klingelhöfer,1950-03-08,天津,Brian 张,Elaine da Costa
玉华,Anderson,1943-03-14,Stollberg,Michele Reid,Maria Julia Harper
丹丹,胡,1989-03-17,深圳,Juan Roskoth,Emma Clark
Kyle,da Paz,1958-02-03,Greiz,红霞 Junitz,Isadora Roberts
Christopher,Castro,1984-06-16,巢湖,阳 Terragni,Christina Karz
Amanda,Schüler,1957-01-05,Crailsheim,Santino 张,Ludovica Smith
Louis,Costa,1982-05-29,Hainichen,Thomas Mcpherson,Maria Sophia Hoffman
Rafaela,Udinesi,1964-04-07,Burglengenfeld,Galasso 陈,Lavínia Gieß
Luana,汤,1948-05-24,Geithain,涛 Ullmann,秀兰 Callegaro
Amy,Jesus,1975-11-24,潜江,Nanni Foa,Jutta Chen
桂香,Barth,1992-08-14,Kemnath,Alexandre Cardoso,Tonya Baum
Licia,杨,1990-05-25,Jülich,Marko Schmidt,玉兰 Foster
东,van der Dussen,1967-04-19,Borken,Nicholas 武,Lauren Santiago
Severino,Warner,1948-12-03,齐齐哈尔,Leonardo Lamborghini,Tammy Ryan
Betina,蔡,1990-07-08,辽阳,Christopher Riggs,Traudl Margraf
Gary,Mccoy,1972-12-26,Ahaus,强 Molesini,Angelica da Cruz
Costantino,张,1989-01-18,Sulzbach-Rosenberg,Ryan Sullivan,Carmen Trub
Vitor Hugo,何,1974-08-10,沈阳,鑫 Brown,Antonietta 张
Marc,Garibaldi,1955-12-17,东莞,Gaspare da Mata,Brenda Allen
Pina,Costela,1987-08-23,Halberstadt,Jeremy Benton,Cheryl Moreno
Wiltrud,Hale,1992-04-13,Pinneberg,瑞 Davila,Kristiane 王
建华,郭,1967-05-21,Lichtenfels,Stefan Garibaldi,Brittany Turner
John,燕,1957-07-13,Hannoversch Münden,Michael Hernandez,Gerda 王
Manuel,Cipolla,1997-04-16,潜江,Brian Campbell,Maria Argenti
Jeffrey,Fox,1943-03-15,西宁,瑞 Paffrath,Emanuella 徐
Gertraude,罗,1970-08-08,沈阳,Gereon Araújo,Lisa Gentileschi
Ralph,Parsons,1948-07-09,Kamenz,亮 Spinelli,桂芝 Sanders
Samuel,Walter,1955-07-05,Oschatz,João Pedro Carsten,Letícia Modigliani
Bryan,Fogaça,1993-03-27,Regen,Pavel Pastine,Brenda Sager
Mark,Fields,1972-07-08,澳门,Kyle Davis,Emilly Nogueira
Annelie,Mccarthy,1944-06-06,银川,Achim Beer,Ortrud Vianello
Melissa,林,1972-03-30,Spremberg,Juan Fusani,Kata Crisafulli
Gabriela,韩,1956-03-17,Lüneburg,Luiz Otávio 董,Jennifer Paltrinieri
Dennis,Cavalcanti,1988-11-18,Dessau,瑞 Nunes,Maria Alice Peano
淑华,Martinez,1974-06-10,上海,Galasso 林,丽娟 Goldoni
Ruggiero,Hansen,1945-06-10,杭州,Daniel James,桂芝 da Mota
Stacey,Ferreira,1975-12-08,Flöha,Michael Williams,Angie Lee
Megan,尹,1995-08-17,佛山,Luiz Otávio Graham,Lívia Moreno
Joseph,Riley,1951-06-12,东莞,João Vitor Nelson,Patricia Herrmann
桂芝,马,1958-10-27,南宁,伟 Porto,璐 Rapisardi
Dean,Cavalcanti,1958-11-07,Füssen,Manuel Gasperi,Valeria Toscani
Troy,Casarin,1942-05-04,关岭,Jesse House,Giovanna 蔡
Stacy,Rosemann,1950-02-25,Passau,波 钟,Kathryn Silva
Amanda,Cooper,1987-11-30,北镇,Todd Fernandes,Brittney Gonzalez
Marcela,Striebitz,1995-06-05,石家庄,Daniel Lee,Monica 蒋
Ana Lívia,金,2002-04-30,Sangerhausen,Mark 王,Johanne 王
Lara,陈,1977-10-11,Wurzen,Earl Gehringer,Andrea Wulf
Sante,Swanson,1969-03-15,巢湖,Jason Benthin,Erica Robinson
帆,Watson,1968-01-15,Uelzen,红霞 Watkins,Emilly da Cunha
Sophie,Duarte,1953-01-25,长沙,刚 Phillips,Wendy Torres
Niccolò,Abba,1945-12-08,沈阳,平 Otto,Loredana Henderson
Emanuella,Gonzales,2002-10-12,Roth,Joshua Zimmerman,Romana Squarcione
Cesare,Davis,1975-07-03,Fulda,Alan Little,海燕 Hudson
Kelsey,White,1946-09-21,Erfurt,Alex 朱,Cynthia 周
Paula,Barros,1942-08-24,西宁,Garrett Patel,Antonina 陈
Maria,Weaver,1982-05-01,东莞,Gaspare Rodrigues,Margita Mans
欢,蔡,1966-01-20,Demmin,James 杜,Ana Júlia da Cruz
Henry,Reinhardt,1976-11-02,兰州,Brandon Rörricht,Mariane 宋
Levi,Togliatti,1977-08-16,马鞍山,Giampiero 王,Rosina Rodrigues
Diego,高,1958-03-08,深圳,Ryan Casey,Brigitte Lucero
Rossana,Anders,1983-03-23,Dinslaken,Otávio Sinisi,Paulina 张
Raffaele,Weinhage,1992-05-16,Biedenkopf,João da Mata,Megan 谭
Thales,Trüb,1954-10-30,Grimmen,健 Zänker,Friedl 田
Cesare,Chaney,1969-05-25,呼和浩特,James Pacetti,Mariola Miller
Judy,Hübel,1981-11-22,Großenhain,Scott Williams,Eloah Adams
Madison,Wilms,1950-01-02,Aue,Clinton Eimer,Erika Vecellio
博,Campbell,1993-06-14,Görlitz,Charles 冯,Jessica Almeida
Audrey,Castro,1999-07-31,Norden,John Roberts,海燕 Jessel
Stephanie,Verdone,1949-01-06,Monschau,Alexander Bailey,Alessandra Viana
Sophia,Davis,2000-02-22,Finsterwalde,Guilherme Beck,Danielle Paganini
Gilberto,Hernandez,1977-10-31,Meppen,瑞 Segebahn,Donna 黄
莹,尹,1987-08-21,武汉,Kevin Richards,Karen Foster
Adelasia,Rocha,1980-01-11,惠州,Konrad Cardoso,桂香 Gardner
